"Date end",Size,"Clan tag","Clan name","Clan stars","Clan destruction","Opponent tag","Opponent name","Opponent stars","Opponent destruction",Result
"2024-10-14 16:06:30",20,#29RYVJ8C8,Psychole!,48,85.5,#2G2P8UULV,DaBaby,52,93.05,lose
"2024-09-26 18:01:17",5,#29RYVJ8C8,Psychole!,13,95.6,#2GJ0QG9YG,"kurd clan",15,100,lose
"2024-09-24 13:25:33",5,#29RYVJ8C8,Psychole!,12,80,#2Q8UU99G9,"DRAGON RIDERS",15,100,lose
"2024-09-21 19:03:21",10,#29RYVJ8C8,Psychole!,27,94,#VJ9C2P90,"منو خدا",27,94.5,lose
"2024-09-19 12:15:38",10,#29RYVJ8C8,Psychole!,24,86.3,#2QR0PPCVG,Conquistadores,29,95.3,lose
"2024-09-17 09:25:30",10,#29RYVJ8C8,Psychole!,28,96.7,#QPJU92QG,hi-blood,28,94.3,win
"2024-09-01 12:18:49",5,#29RYVJ8C8,Psychole!,15,100,#2GPGY9UJ2,"COC Indo",14,95.4,win
"2024-08-30 12:58:28",5,#29RYVJ8C8,Psychole!,14,98.2,#2G2UC8YCP,QR,15,100,lose
"2024-08-28 06:23:21",5,#29RYVJ8C8,Psychole!,15,100,#2RQQ8PGV0,stark,14,95.8,win
"2024-08-25 20:05:57",5,#29RYVJ8C8,Psychole!,13,94.6,#2RGPVUL9G,"poolse kkr lije",14,95,lose
"2024-08-22 19:34:16",5,#29RYVJ8C8,Psychole!,13,98.2,#2QG892JR0,Z7,15,100,lose
"2024-08-16 19:42:25",5,#29RYVJ8C8,Psychole!,15,100,#2RCYJGLJJ,☠️VALHALLA☠️,12,84.8,win
"2024-08-14 13:40:20",5,#29RYVJ8C8,Psychole!,11,87.4,#2YVRCLGJ9,"UNIVESE PSY",15,100,lose
"2024-08-11 20:59:20",5,#29RYVJ8C8,Psychole!,13,96.6,#2GYP8UJ2Q,HOOD,11,72.6,win
"2024-08-01 15:54:50",10,#29RYVJ8C8,Psychole!,27,96.3,#2YUGJ02GL,"Sharp Blade",29,97.9,lose
"2024-07-30 14:51:07",5,#29RYVJ8C8,Psychole!,14,99.4,#2LGLGLPPP,VaniGaming_2,14,98.4,win
"2024-07-23 18:47:59",5,#29RYVJ8C8,Psychole!,14,99.2,#2QYQYGYRL,gibi,14,96.8,win
"2024-07-21 18:04:28",5,#29RYVJ8C8,Psychole!,12,86.6,#29RRCPCRG,"شیاطین فوتبال",15,100,lose
"2024-07-19 11:55:50",5,#29RYVJ8C8,Psychole!,15,100,#2GJ2QPPRJ,REQ,14,99.8,win
"2024-07-17 11:15:17",5,#29RYVJ8C8,Psychole!,11,77.4,#2GVRLP8PR,"Ace of Spades",14,96,lose
"2024-07-15 11:46:06",5,#29RYVJ8C8,Psychole!,14,90.4,#CGLR9VV0,AUTENTICO,9,73.4,win
"2024-07-13 12:06:27",5,#29RYVJ8C8,Psychole!,15,100,#2RLU9L02P,Soarghati_boys,14,95.8,win
"2020-05-14 19:58:18",10,#29RYVJ8C8,Psychole!,25,89.9,#RLRYRUG,"بابا حيدر",26,86.2,lose
"2020-05-12 17:43:48",10,#29RYVJ8C8,Psychole!,22,81.8,#GV0PGUC0,"عيون المها",27,93.7,lose
"2020-04-29 21:08:29",10,#29RYVJ8C8,Psychole!,24,82.6,#PYG9V99U,"Folleti's clan",23,80.5,win
"2020-04-27 20:08:21",10,#29RYVJ8C8,Psychole!,23,86.7,#9GV9CVLY,"LOS BANKAI",25,87.2,lose
"2020-04-25 20:50:15",15,#29RYVJ8C8,Psychole!,34,89.4,#22G9L9U9Y,"la fine academy",40,89.333336,lose
"2020-04-23 20:32:27",15,#29RYVJ8C8,Psychole!,41,91.46667,#202JJG08,Les3ptitcochons,42,96.333336,lose
"2020-04-21 15:52:29",15,#29RYVJ8C8,Psychole!,34,82.066666,#22RVJC0RP,"GANGSTER COC",44,98.26667,lose
"2020-04-19 15:06:22",15,#29RYVJ8C8,Psychole!,41,94.13333,#JVCCPUCG,Kimcill,40,89.8,win
"2020-04-17 15:17:58",10,#29RYVJ8C8,Psychole!,26,92.5,#9LU920UJ,L.S.A,25,87.2,win
"2020-04-15 09:26:10",15,#29RYVJ8C8,Psychole!,40,90.13333,#QRQJJ0LU,"Japan Clan",39,96.86667,win
"2020-04-12 18:43:55",15,#29RYVJ8C8,Psychole!,37,84.4,#YPRJC0PY,TREMORs,38,91.6,lose
"2020-03-30 21:22:05",15,#29RYVJ8C8,Psychole!,37,86.6,#20G00R20V,"LES LIONS",34,83.73333,win
