"Date end",Size,"Clan tag","Clan name","Clan stars","Clan destruction","Opponent tag","Opponent name","Opponent stars","Opponent destruction",Result
"2024-08-12 17:12:36",30,#P0J2J8GJ,"coc masters PL",84,97.07,#L8LY8GRY,"Final Fantasy X",90,100,lose
"2024-07-31 19:26:28",15,#P0J2J8GJ,"coc masters PL",43,99.27,#GP82GCYG,"ابطال سوريا حلب",26,62.73,win
"2024-07-25 19:21:40",30,#P0J2J8GJ,"coc masters PL",80,94.97,#LQ8URVJ2,"اسياد الحروب",90,100,lose
"2024-07-21 17:35:18",35,#P0J2J8GJ,"coc masters PL",99,96.69,#22UYU2Y0G,"GERMAN HUNTERS",105,100,lose
"2024-07-18 20:15:42",35,#P0J2J8GJ,"coc masters PL",96,95.23,#2Q99YRP,"Orsa maggiore",101,98.43,lose
"2024-07-16 20:14:24",40,#P0J2J8GJ,"coc masters PL",110,95.88,#2L0QCJPYY,"Ciche Groszki B",118,99.63,lose
"2024-07-14 20:18:21",35,#P0J2J8GJ,"coc masters PL",99,97.89,#QURQ0G9G,SilverAcademy2,89,89.86,win
"2024-07-12 19:31:27",35,#P0J2J8GJ,"coc masters PL",105,100,#LJQVLC0R,"جنگجویان شب",69,71.97,win
"2024-06-29 19:26:47",30,#P0J2J8GJ,"coc masters PL",83,95.97,#9C8C2Y09,"GORKHALI clan",78,94.9,win
"2024-06-27 19:29:37",30,#P0J2J8GJ,"coc masters PL",73,92.17,#8Y888L0G,"Black Pearl",79,91.63,lose
"2024-06-25 19:35:27",30,#P0J2J8GJ,"coc masters PL",78,92.67,#89CP0GC,ShutUpAndFight,90,100,lose
"2024-06-23 20:08:06",30,#P0J2J8GJ,"coc masters PL",83,97.53,#29JCLRQQ0,"BALKAN FAMILY",82,95.9,win
"2024-06-21 19:39:07",35,#P0J2J8GJ,"coc masters PL",95,96.91,#G02JYLRV,YENİDEN,81,81.71,win
"2024-06-16 19:50:47",35,#P0J2J8GJ,"coc masters PL",93,96.43,#22LGJY9VQ,Principality[2],93,94.8,win
"2024-05-26 20:42:10",25,#P0J2J8GJ,"coc masters PL",65,92.16,#9GCJ8R0C,BlackTiger,73,99.44,lose
