"Date end",Size,"Clan tag","Clan name","Clan stars","Clan destruction","Opponent tag","Opponent name","Opponent stars","Opponent destruction",Result
"2023-07-15 19:28:53",10,#JPRPRVUY,"Akademia CoC PL",23,84,#2PJP0JLGY,"RETUNT THE KING",24,80.7,lose
"2023-06-30 22:38:37",15,#JPRPRVUY,"Akademia CoC PL",37,86.6,#2YPLUVJU9,DLAORAN(1),40,90.47,lose
"2023-06-27 19:40:22",10,#JPRPRVUY,"Akademia CoC PL",12,45.5,#GLYQQLPU,"GRAND MASTERS",26,89.4,lose
"2023-06-23 20:00:40",10,#JPRPRVUY,"Akademia CoC PL",27,94.2,#9GU0PJR9,"Dynamite V2",21,76.8,win
"2023-06-21 20:38:22",10,#JPRPRVUY,"Akademia CoC PL",24,89.3,#YPQUJCYC,"جروحي بروحي",29,98.4,lose
"2023-06-12 20:57:34",20,#JPRPRVUY,"Akademia CoC PL",46,86.05,#2LVUCJUGJ,Dwaynepipes,35,70.3,win
"2023-05-30 20:29:48",20,#JPRPRVUY,"Akademia CoC PL",53,89.65,#LGP92VUY,"ROMBLON FIGHTER",2,5.1,win
"2023-05-25 20:58:47",20,#JPRPRVUY,"Akademia CoC PL",52,85.2,#2QCLJ2RGU,"IRANIAN STAR2",57,97.4,lose
"2023-05-23 20:10:46",10,#JPRPRVUY,"Akademia CoC PL",24,82.8,#UVG8PPVC,"«خشم تایتان ها»",24,84.5,lose
"2023-05-17 01:11:49",20,#JPRPRVUY,"Akademia CoC PL",55,95.35,#RL9UJJ88,"friends & war",57,94.8,lose
"2023-04-25 20:52:58",15,#JPRPRVUY,"Akademia CoC PL",37,88.53,#LGPRQ8UU,"✌ابطال كوباني✌",37,84.53,win
"2023-04-22 19:41:20",15,#JPRPRVUY,"Akademia CoC PL",40,95.2,#2LRL8GY0G,"BD Danger Boy",41,94.27,lose
"2023-04-20 07:37:06",20,#JPRPRVUY,"Akademia CoC PL",46,81.75,#2YQ2JCPR8,"MEGA TITANS",53,89.35,lose
"2023-04-13 19:39:30",15,#JPRPRVUY,"Akademia CoC PL",37,86.47,#20GLRVCVQ,"INDIAN ARMY 2",27,62.93,win
"2023-04-01 19:44:43",15,#JPRPRVUY,"Akademia CoC PL",28,69.07,#2Q0LURP0V,ОТПУСК,38,91.4,lose
"2023-03-29 21:16:00",15,#JPRPRVUY,"Akademia CoC PL",37,87.73,#2Q2U9VRJC,DaBottomLine,37,89,lose
"2023-03-25 20:14:59",10,#JPRPRVUY,"Akademia CoC PL",24,87.6,#2P2QJRLQ,America,3,11.3,win
"2023-03-23 20:53:30",10,#JPRPRVUY,"Akademia CoC PL",24,91,#20C8PLPP8,クラン全員参加,21,74.8,win
"2023-03-21 21:12:22",10,#JPRPRVUY,"Akademia CoC PL",19,76.4,#2QCL2LJGV,IRAN.com,17,59,win
